id	category	name	description	contributor_name	contributor_github_name	contributor_orcid	collection	concerns_data_topic	purpose_detail	is_open	requires_registration	url	formal_specification	used_in_bridge2ai	responsible_organization	has_application_json	has_application_name	has_application_id	has_application_references	has_application_description	has_application_category	has_application_used_in_bridge2ai	publication	related_to	has_training_resource	has_relevant_data_substrate	has_relevant_organization	subclass_of	contribution_date
B2AI_STANDARD:408	B2AI_STANDARD:OntologyOrVocabulary	BFO	Basic Formal Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Basic Formal Ontology (BFO) is a small, upper-level ontology designed for supporting information retrieval, analysis, and integration in scientific and other domains. As a genuine upper ontology, BFO provides foundational categories that are domain-neutral and applicable across all areas of scientific investigation, rather than containing domain-specific terms. BFO distinguishes between continuants (entities that endure through time, such as objects, qualities, and spatial regions) and occurrents (entities that unfold over time, such as processes and temporal regions), providing a rigorous framework for representing the fundamental structure of reality. The ontology employs formal logic (first-order logic, OWL2) to define its 39 core classes and relations, ensuring precise semantics and enabling automated reasoning. BFO is used by over 550 ontology-driven projects worldwide as the top-level framework for domain ontologies in biomedicine (OBO Foundry ontologies like GO, CHEBI, Uberon), healthcare (OGMS for disease), environmental science, manufacturing, and military intelligence. The ontology promotes interoperability by providing consistent upper-level structure, enabling ontology integration and cross-domain data federation. BFO has been developed through extensive international collaboration, with contributions from philosophers, logicians, and domain scientists, and is continuously refined based on practical applications. In AI/ML contexts, BFO provides foundational structure for knowledge graphs, enabling ontology-guided reasoning, semantic data integration across heterogeneous sources, knowledge representation for explainable AI, and principled ontology alignment, supporting knowledge-driven machine learning where symbolic foundations enhance statistical learning with formal semantics.	True	False	http://basic-formal-ontology.org/	https://github.com/BFO-ontology/BFO										doi:10.3233/AO-160164						
B2AI_STANDARD:409	B2AI_STANDARD:OntologyOrVocabulary	BCO	Biological Collections Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Biodiversity data, including data on museum collections and environmental/metagenomic samples.	True	False	https://github.com/BiodiversityOntologies/bco	https://github.com/BiodiversityOntologies/bco																
B2AI_STANDARD:410	B2AI_STANDARD:OntologyOrVocabulary	FBBI	Biological Imaging Methods Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:15]	Sample preparation, visualization and imaging methods used in biomedical research.	True	False	http://cellimagelibrary.org/	https://github.com/CRBS/Biological_Imaging_Methods_Ontology/																
B2AI_STANDARD:411	B2AI_STANDARD:OntologyOrVocabulary	BSPO	Biological Spatial Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Spatial concepts, anatomical axes, gradients, regions, planes, sides, and surfaces.	True	False	https://github.com/obophenotype/biological-spatial-ontology	https://github.com/obophenotype/biological-spatial-ontology										doi:10.1186/2041-1480-5-34						
B2AI_STANDARD:412	B2AI_STANDARD:OntologyOrVocabulary	BTO	BRENDA tissue / enzyme source	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	A structured controlled vocabulary for the source of an enzyme comprising tissues, cell lines, cell types and cell cultures.	True	False	http://www.brenda-enzymes.org/	https://github.com/BRENDA-Enzymes/BTO										doi:10.1093/nar/gkq968						
B2AI_STANDARD:413	B2AI_STANDARD:OntologyOrVocabulary	WBPHENOTYPE	C. elegans phenotype ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	A structured controlled vocabulary of Caenorhabditis elegans phenotypes.	True	False	https://github.com/obophenotype/c-elegans-phenotype-ontology	https://github.com/obophenotype/c-elegans-phenotype-ontology										doi:10.1186/1471-2105-12-32						
B2AI_STANDARD:414	B2AI_STANDARD:OntologyOrVocabulary	CVDO	Cardiovascular Disease Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:7]	Entities related to cardiovascular diseases.	True	False	https://github.com/OpenLHS/CVDO	https://github.com/OpenLHS/CVDO																
B2AI_STANDARD:415	B2AI_STANDARD:OntologyOrVocabulary	CLO	Cell Line Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	Standardize and integrate cell line information and to support computer-assisted reasoning.	True	False	https://github.com/CLO-Ontology/CLO	https://github.com/CLO-Ontology/CLO										doi:10.1186/2041-1480-5-3						
B2AI_STANDARD:416	B2AI_STANDARD:OntologyOrVocabulary	CL	Cell Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:5]	The Cell Ontology (CL) is an OBO Foundry ontology covering biological cell types with curation focused on animal cell types and interoperability with specialized cell type ontologies in other biological domains. CL is tightly integrated with the Uberon multi-species anatomy ontology (for recording cell location) and the Gene Ontology (GO, which uses CL as its main cell type reference and provides cell function annotations). Built on FAIR principles, CL enables community-driven curation with active embedded editors from multiple projects responsive on the issue tracker. The ontology is released in multiple standard formats (OWL/RDF/XML, OBO, JSON obographs) with multiple variants: full (all imports merged, reasoner-classified), base (not pre-reasoned, only CL axioms including non-CL class references), and simple (pre-reasoned, CL classes only), all with resolvable version IRIs for persistent access. CL is integrated into standard tools including Ubergraph (for logical queries like finding cells by location), Ontology Access Kit (OAK), and major browsers (OLS, Ontobee). The ontology supports major initiatives including BICCN cell type knowledge explorer, HubMap Human Reference Atlas, ENCODE, FANTOM5, Single Cell Expression Atlas, Human Cell Atlas, and CellKB. CL enables AI/ML applications including OnClass for automatic cell type classification, Brain Data Standards Ontology (BDSO) for cell type navigation and search, and provides standardized cell type annotations essential for single-cell omics machine learning, cross-dataset integration, and cell type discovery algorithms.	True	False	https://cell-ontology.github.io/	https://github.com/obophenotype/cell-ontology										doi:10.1186/s13326-016-0088-7						
B2AI_STANDARD:417	B2AI_STANDARD:OntologyOrVocabulary	CHIRO	CHEBI Integrated Role Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:3]	A distinct role hierarchy for chemicals.	True	False	https://github.com/obophenotype/chiro	https://github.com/obophenotype/chiro										doi:10.26434/chemrxiv.12591221.v1				[B2AI_ORG:29]		
B2AI_STANDARD:418	B2AI_STANDARD:OntologyOrVocabulary	CHEBI	Chemical Entities of Biological Interest	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:3]	ChEBI is an open-access OBO Foundry database and ontology of chemical entities covering constitutionally or isotopically distinct atoms, molecules, ions, ion pairs, radicals, complexes, conformers, groups, chemical substances, and classes of molecular entities. The database contains over 195,000 entries of naturally occurring molecules or synthetic compounds used to intervene in biological processes, with macromolecules directly encoded by genomes (nucleic acids, proteins, peptides) excluded. ChEBI incorporates ontological classification defining relationships between chemical entities and their parent/child classes, enabling queries based on chemical class and role. The database provides comprehensive information including nomenclature following IUPAC and NC-IUBMB standards, molecular formulas, InChI and SMILES identifiers, literature citations, cross-references to other databases, and species data. ChEBI supports text and structure searches and is released in multiple formats (SDF, OBO, OWL, flat file, SQL dumps). As an ELIXIR Core Data Resource and Global Core Biodata Resource, ChEBI enables AI/ML applications in cheminformatics, drug discovery, metabolomics, systems biology, and chemical-phenotype association studies.	True	False	https://www.ebi.ac.uk/chebi/	https://github.com/ebi-chebi/ChEBI										doi:10.1093/nar/gkv1031				[B2AI_ORG:29]		
B2AI_STANDARD:419	B2AI_STANDARD:OntologyOrVocabulary	CHEMINF	Chemical Information Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:3]	Descriptors commonly used in cheminformatics software applications and the algorithms which generate them.	True	False	https://github.com/semanticchemistry/semanticchemistry	https://github.com/semanticchemistry/semanticchemistry										doi:10.1371/journal.pone.0025513						
B2AI_STANDARD:420	B2AI_STANDARD:OntologyOrVocabulary	CHMO	Chemical Methods Ontology	Harry Caufield	caufieldjh	ORCID:0000-0001-5705-7831	[obofoundry]	[B2AI_TOPIC:3]	The Chemical Methods Ontology (CHMO) provides a comprehensive, standardized vocabulary for describing experimental methods, techniques, and instruments used in chemical analysis, material synthesis, and sample preparation, maintained by the Royal Society of Chemistry (RSC) and aligned with OBO Foundry principles. CHMO encompasses three primary domains: analytical methods for data collection (mass spectrometry including ESI-MS, MALDI-TOF, GC-MS, LC-MS; spectroscopic techniques including NMR, IR, UV-Vis, Raman, X-ray spectroscopy; electron microscopy including SEM, TEM, STEM; and diffraction methods), separation and sample preparation techniques (chromatography including HPLC, GC, TLC, size-exclusion, affinity, ion-exchange; electrophoresis including SDS-PAGE, capillary electrophoresis, isoelectric focusing; sample ionization methods including electrospray, MALDI, electron impact; and extraction procedures), and material synthesis methods (chemical vapor deposition, epitaxy, sol-gel processes, crystallization, polymerization, and nanoparticle synthesis). The ontology also describes instruments and equipment (mass spectrometers, chromatography columns, detectors, vacuum systems, heating/cooling apparatus) and their components, operational parameters (temperature, pressure, flow rate, voltage, resolution), and measurement outputs (spectra, chromatograms, diffraction patterns, images). CHMO integrates with OBI (Ontology for Biomedical Investigations) for process and measurement concepts, CHEBI (Chemical Entities of Biological Interest) for chemical substances, and other OBO ontologies for cross-domain applications in metabolomics, proteomics, and materials science. The ontology provides both textual and formal OWL definitions enabling automated reasoning, classification of methods by input material types, conditions of application, and output data formats. CHMO supports reproducibility in chemical research by standardizing method descriptions in electronic laboratory notebooks, method sections of publications, protocols repositories, and analytical chemistry databases. Applications include semantic search for analytical protocols, automated method selection based on sample properties, FAIRification of chemical data workflows, text mining of chemical literature for method extraction, and quality control in analytical laboratories. The ontology is developed using the Ontology Development Kit (ODK) and distributed under CC-BY-4.0 license, with releases available in OBO, OWL, and JSON formats through http://purl.obolibrary.org/obo/chmo.owl.	True	False	https://github.com/rsc-ontologies/rsc-cmo	https://github.com/rsc-ontologies/rsc-cmo																
