"id","acronym","name","category","description","collections","hasAIApplication","isMature","concerns_data_topic","has_relevant_organization","responsible_organization","isOpen","registration","URL","formalSpec","publication","trainingResources","subclassOf","contributionDate","relatedTo","usedInBridge2AI","topic","relevantOrgNames","responsibleOrgAcronym","responsibleOrgName"
"B2AI_STANDARD:46","CDISC Dataset","CDISC Dataset-XML","Biomedical Standard","CDISC Dataset-XML, which was released for comment under the name “StudyDataSet-XML” but was renamed to avoid confusion with the CDISC SDS team, is a new standard used to exchange study datasets in an XML format. The purpose of Dataset-XML is to support the interchange of tabular data for clinical research applications using ODM-based XML technologies. The Dataset-XML model is based on the CDISC Operational Data Model (ODM) standard and should follow the metadata structure defined in the CDISC Define-XML standard. Dataset-XML can represent any tabular dataset including SDTM, ADaM, SEND, or non-standard legacy datasets. Some noteworthy items relating to Dataset-XML v1.0 include alternative to SAS Version 5 Transport (XPT) format for datasets ODM-based model for representation of SEND, SDTM, ADaM or legacy datasets Capable of supporting CDISC regulatory data submissions Based on Define-XML v2 or v1 metadata, easy to reference Dataset-XML supports all language encodings supported by XML.","[""markuplanguage""]","No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:15""]","[""B2AI_ORG:15""]","Yes","Yes","https://www.cdisc.org/standards/data-exchange/dataset-xml",,,,,,,"No","[""Clinical Observations""]","[""CDISC""]","[""CDISC""]","[""Clinical Data Interchange Standards Consortium""]"
"B2AI_STANDARD:47","CDISC LAB","CDISC Laboratory Data Model","Biomedical Standard","LAB provides a standard model for the acquisition and exchange of laboratory data, primarily between labs and sponsors or CROs. The LAB standard was specifically designed for the interchange of lab data acquired in clinical trials.","[""datamodel"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:15""]","[""B2AI_ORG:15""]","Yes","Yes","https://www.cdisc.org/standards/data-exchange/lab",,,,,,,"No","[""Clinical Observations""]","[""CDISC""]","[""CDISC""]","[""Clinical Data Interchange Standards Consortium""]"
"B2AI_STANDARD:48","CDISC ODM","CDISC Operational Data Model","Biomedical Standard","The CSDIC ODM is a vendor-neutral, platform-independent format for exchanging and archiving clinical and translational research data, along with their associated metadata, administrative data, reference data, and audit information. ODM facilitates the regulatory-compliant acquisition, archival and exchange of metadata and data.","[""datamodel"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:15""]","[""B2AI_ORG:15""]","Yes","No","https://www.cdisc.org/standards/data-exchange/odm",,,,,,"[""B2AI_STANDARD:689""]","No","[""Clinical Observations""]","[""CDISC""]","[""CDISC""]","[""Clinical Data Interchange Standards Consortium""]"
"B2AI_STANDARD:49","CDISC PRM","CDISC Protocol Representation Model","Biomedical Standard","The CDISC Protocol Representation Model Version 1.0 (PRM V1.0) is intended for those involved in the planning and design of a research protocol. The model focuses on the characteristics of a study and the definition and association of activities within the protocols, including arms and epochs. PRM V1.0 also includes the definitions of the roles that participate in those activities. The scope of this model includes protocol content including Study Design, Eligibility Criteria, and the requirements from the ClinicalTrials.gov and World Health Organization (WHO) registries. The majority of business requirements were provided by subject matter experts in clinical trial protocols. PRM V1.0 is based on the BRIDG Release 3.0 Protocol Representation sub-domain. It includes all classes in the BRIDG Protocol Representation sub-domain plus some classes from other BRIDG sub-domains, generally classes required for ClinicalTrials.gov and the WHO registries.",,"No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:15""]","[""B2AI_ORG:15""]","Yes","Yes","https://www.cdisc.org/standards/foundational/protocol",,,,,,,"No","[""Clinical Observations""]","[""CDISC""]","[""CDISC""]","[""Clinical Data Interchange Standards Consortium""]"
"B2AI_STANDARD:50","SEND","CDISC Standard for the Exchange of Nonclinical Data","Biomedical Standard","The CDISC SEND is intended to guide the organization, structure, and format of standard nonclinical tabulation datasets for interchange between organizations such as sponsors and CROs and for submission to the US Food and Drug Administration (FDA)",,"No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:15""]","[""B2AI_ORG:15""]","Yes","Yes","https://www.cdisc.org/standards/foundational/send",,,,,,,"No","[""Clinical Observations""]","[""CDISC""]","[""CDISC""]","[""Clinical Data Interchange Standards Consortium""]"
"B2AI_STANDARD:51","CDISC SDM","CDISC Study Design Model in XML","Biomedical Standard","The CDISC Study Design Model in XML (SDM-XML) version 1.0 allows organizations to provide rigorous, machine-readable, interchangeable descriptions of the designs of their clinical studies, including treatment plans, eligibility and times and events. As an extension to the existing CDISC Operational Data Model (ODM) specification, SDM-XML affords implementers the ease of leveraging existing ODM concepts and re-using existing ODM definitions. SDM-XML defines three key sub-modules – Structure, Workflow, and Timing – permitting various levels of detail in any representation of a clinical study’s design, while allowing a high degree of authoring flexibility. The specification document is available for download as a PDF file. A ZIP file containing the XML Schemas, several examples, and an SDM-XML element and attribute reference also is available.",,"No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:15""]","[""B2AI_ORG:15""]","Yes","Yes","https://www.cdisc.org/standards/data-exchange/sdm-xml",,,,,,,"No","[""Clinical Observations""]","[""CDISC""]","[""CDISC""]","[""Clinical Data Interchange Standards Consortium""]"
"B2AI_STANDARD:52","CHADO","CHADO XML interchange Format","Biomedical Standard","Chado is a modular schema covering many aspects of biology, not just sequence data. Chado-XML has exactly the same scope as the Chado schema.","[""fileformat""]","No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:125""]",,"Yes","No",,"https://github.com/GMOD/Chado","doi:10.1093/bioinformatics/btm189",,,,,"No","[""Data""]","[""GMOD""]",,
"B2AI_STANDARD:53","chain","Chain Format for pairwise alignment","Biomedical Standard","The chain format describes a pairwise alignment that allow gaps in both sequences simultaneously.","[""fileformat""]","No","No","[""B2AI_TOPIC:12"", ""B2AI_TOPIC:13""]",,"[""B2AI_ORG:119""]","Yes","No","http://genome.ucsc.edu/goldenPath/help/chain.html",,,,,,,"No","[""Gene"", ""Genome""]",,"[""UCSC""]","[""University of California, Santa Cruz""]"
"B2AI_STANDARD:54","CARD","CHARMM Card File Format","Biomedical Standard","The CARD file format is the standard means in CHARMM for providing a human readable and writable coordinate file.","[""fileformat""]","No","No","[""B2AI_TOPIC:27""]",,,"Yes","No","https://charmm-gui.org/charmmdoc/io.html",,,,,,,"No","[""Protein Structure Model""]",,,
"B2AI_STANDARD:55","CML","Chemical Markup Language","Biomedical Standard","CML (Chemical Markup Language) is an XML language designed to hold most of the central concepts in chemistry. It was the first language to be developed and plays the same role for chemistry as MathML for mathematics and GML for geographical systems. CML covers most mainstream chemistry and especially molecules, reactions, solid-state, computation and spectroscopy. Since it has a special flexible approach to numeric science it also covers a very wide range of chemical properties, parameters and experimental observation. It is particularly concerned with the communication between machines and humans, and machines to machines. It has been heavily informed by the current chemical scholarly literature and chemical databases. XML is a mainstream approach providing semantics for science, such as MathML, SBML/BIOPAX (biology), GML and KML (geo) SVG (graphics) and NLM-DTD, ODT and OOXML (documents). CML provides support for most chemistry, especially molecules, compounds, reactions, spectra, crystals and computational chemistry (compchem). CML has been developed by Peter Murray-Rust and Henry Rzepa since 1995. It is the de facto XML for chemistry, accepted by publishers and with more than 1 million lines of Open Source code supporting it. CML can be validated and built into authoring tools (for example the Chemistry Add-in for Microsoft Word). A list of CML-compliant and CML-aware software can be found on the software page. The infrastructure includes legacy converters, dictionaries and conventions, Semantic Web and Linked Open Data. There are several versions of the CML schema. The most recent schema is schema 3. This essentially relaxes many of the constraints imposed in the previous stable release (schema 2.4), allowing users to put together the elements and attributes in a more flexible manner to fit the data that they want to represent more easily.","[""markuplanguage""]","No","No","[""B2AI_TOPIC:3""]",,,"Yes","No","https://www.xml-cml.org/",,,,,,,"No","[""Cheminformatics""]",,,
"B2AI_STANDARD:56","ClinGen Interpretation","ClinGen Interpretation Model","Biomedical Standard","Provides a structure and format for exchanging information about the clinical effect of genetic variants, which retains the contextual and supporting information related to the interpretation of the variant.","[""datamodel"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:4"", ""B2AI_TOPIC:35""]",,,"Yes","No","https://dataexchange.clinicalgenome.org/interpretation/","https://github.com/clingen-data-model/clingen-interpretation",,,,,,"No","[""Clinical Observations"", ""Variant""]",,,
"B2AI_STANDARD:57","CLSI AUTO16","CLSI Next-Generation In Vitro Diagnostic Interface","Biomedical Standard","Exchange of data about and produced by in vitro diagnostic tests.",,"No","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:16""]","[""B2AI_ORG:16""]","No","Yes","https://clsi.org/standards/products/automation-and-informatics/documents/auto16/",,,,,,,"No","[""Data""]","[""CLSI""]","[""CLSI""]","[""Clinical and Laboratory Standards Institute""]"
"B2AI_STANDARD:58","MSF","CLUSTAL-W Alignment Format","Biomedical Standard","Format for a multiple alignment of protein or DNA sequences.","[""fileformat""]","No","No","[""B2AI_TOPIC:12"", ""B2AI_TOPIC:13"", ""B2AI_TOPIC:26"", ""B2AI_TOPIC:28""]",,,"Yes","No","https://bioinfo.nhri.edu.tw/gcg/doc/11.0/clustalw+.html",,,,,,,"No","[""Gene"", ""Genome"", ""Protein"", ""Proteome""]",,,
"B2AI_STANDARD:59","DND","CLUSTAL-W Dendrogram Guide File Format","Biomedical Standard","Format for the tree (or “dendrogram”) used to guide the a multiple sequence alignment process.","[""fileformat""]","No","No","[""B2AI_TOPIC:12"", ""B2AI_TOPIC:13"", ""B2AI_TOPIC:26"", ""B2AI_TOPIC:28""]",,,"Yes","No","https://bioinfo.nhri.edu.tw/gcg/doc/11.0/clustalw+.html",,,,,,,"No","[""Gene"", ""Genome"", ""Protein"", ""Proteome""]",,,
"B2AI_STANDARD:60","CODE-EHR","CODE-EHR best-practice framework for the use of structured electronic health-care records in clinical research","Biomedical Standard","...we propose the CODE-EHR minimum standards framework to be used by researchers and clinicians to improve the design of studies and enhance transparency of study methods. The CODE-EHR framework aims to develop robust and effective utilisation of health-care data for research purposes.","[""guidelines""]","No","No","[""B2AI_TOPIC:9""]",,,"Yes","No",,,"doi:10.1016/S2589-7500(22)00151-0",,,,,"No","[""EHR""]",,,
"B2AI_STANDARD:61","CXI","Coherent X-ray Imaging Data Bank format","Biomedical Standard","The CXI format was created as common format for all the data in the Coherent X-ray Imaging Data Bank (CXIDB). Naturally its scope is all experimental data collected during Coherent X-ray Imaging experiments as well as all data generated during the analysis of the experimental data.","[""fileformat""]","No","No","[""B2AI_TOPIC:15""]",,,"Yes","No","https://www.cxidb.org/cxi.html",,,,,,,"No","[""Image""]",,,
"B2AI_STANDARD:62","CCPN","Collaborative Computing Project for the NMR community data model","Biomedical Standard","The CCPN Data Model for macromolecular NMR is intended to cover all data needed for macromolecular NMR spectroscopy from the initial experimental data to the final validation. It serves for exchange of data between programs, for storage, data harvesting, and database deposition. The data model proper is an abstract description of the relevant data and their relationships - it is implemented in the modeling language UML. From this CCPN autogenerates interfaces (APIs) for various languages, format description and I/O routines, and documentation.","[""datamodel"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://sites.google.com/site/ccpnwiki/home/documentation/ccpnmr-analysis/core-concepts/the-ccpn-data-model",,"doi:10.1002/prot.20449",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:63","CFDE C2M2","Common Fund Data Ecosystem Crosscut Metadata Model","Biomedical Standard","Biomedical metadata.","[""datamodel"", ""has_ai_application""]","Yes","No","[""B2AI_TOPIC:5""]","[""B2AI_ORG:68""]","[""B2AI_ORG:68""]","Yes","No","https://docs.nih-cfde.org/en/latest/c2m2/draft-C2M2_specification/","https://osf.io/bq6k9/",,,,,,"Yes","[""Data""]","[""NIH Common Fund""]","[""NIH Common Fund""]","[""NIH Common Fund""]"
"B2AI_STANDARD:64","Common Metadata","Common Metadata Elements for Cataloging Biomedical Datasets","Biomedical Standard","This dataset outlines a proposed set of core, minimal metadata elements that can be used to describe biomedical datasets, such as those resulting from research funded by the National Institutes of Health. It can inform efforts to better catalog or index such data to improve discoverability. The proposed metadata elements are based on an analysis of the metadata schemas used in a set of NIH-supported data sharing repositories. Common elements from these data repositories were identified, mapped to existing data-specific metadata standards from to existing multidisciplinary data repositories, DataCite and Dryad, and compared with metadata used in MEDLINE records to establish a sustainable and integrated metadata schema.","[""guidelines""]","No","No","[""B2AI_TOPIC:5""]",,,"Yes","No","https://figshare.com/articles/dataset/Common_Metadata_Elements_for_Cataloging_Biomedical_Datasets/1496573","https://figshare.com/articles/dataset/Common_Metadata_Elements_for_Cataloging_Biomedical_Datasets/1496573?file=3377663",,,,,,"No","[""Data""]",,,
